Age,Rating,Weather_conditions,Traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance,Preparation_Time,Delivery_Time
26.0,4.6,Cloudy,3,0,Meal,motorcycle,1.0,0,Metropolitian,37,12.417550916012397,15.0,22.0
36.0,4.7,Cloudy,1,1,Buffet,motorcycle,1.0,0,Metropolitian,15,9.314965469327513,10.0,5.0
27.0,4.8,Cloudy,0,0,Meal,motorcycle,0.0,0,Metropolitian,21,16.384351156454095,5.0,16.0
20.0,4.8,Stormy,0,0,Drinks,motorcycle,0.0,0,Metropolitian,24,19.361976407426397,15.0,9.0
35.0,4.3,Fog,3,2,Meal,scooter,2.0,0,Urban,35,20.55631006310946,15.0,20.0
27.0,4.8,Windy,1,2,Drinks,scooter,1.0,0,Metropolitian,27,4.560928430651938,15.0,12.0
26.0,5.0,Stormy,1,2,Meal,electric_scooter,1.0,0,Metropolitian,23,7.600990561376193,15.0,8.0
26.0,4.6,Windy,3,2,Meal,scooter,1.0,0,Metropolitian,27,14.15280068944862,15.0,12.0
26.0,4.8,Cloudy,1,2,Drinks,motorcycle,1.0,0,Metropolitian,28,19.627226055365586,10.0,18.0
23.0,4.6,Windy,1,2,Snack,electric_scooter,0.0,0,Metropolitian,23,10.867232952679458,10.0,13.0
25.0,4.6,Windy,0,2,Snack,motorcycle,1.0,0,Metropolitian,18,3.0186622920269803,10.0,8.0
35.0,3.8,Sandstorms,3,1,Snack,scooter,1.0,0,Metropolitian,33,20.183529728733618,15.0,18.0
36.0,4.7,Windy,2,2,Buffet,scooter,1.0,0,Urban,30,6.128757701629757,5.0,25.0
24.0,4.9,Sunny,3,2,Snack,scooter,1.0,0,Urban,22,20.285391243059973,10.0,12.0
32.0,4.6,Windy,0,1,Meal,scooter,1.0,0,Metropolitian,29,17.13793593144315,15.0,14.0
28.0,4.9,Stormy,3,2,Drinks,scooter,1.0,0,Urban,28,20.85154468962371,15.0,13.0
32.0,4.1,Fog,3,1,Buffet,motorcycle,1.0,0,Metropolitian,41,19.880157869977552,10.0,31.0
22.0,4.9,Sunny,0,2,Drinks,electric_scooter,1.0,0,Metropolitian,26,16.822056546203214,10.0,16.0
30.0,5.0,Windy,2,1,Meal,motorcycle,1.0,0,Metropolitian,30,2.976570182999729,10.0,20.0
25.0,4.9,Windy,0,0,Meal,motorcycle,0.0,0,Metropolitian,19,12.072385194581402,10.0,9.0
24.0,5.0,Sunny,0,2,Snack,scooter,1.0,0,Metropolitian,20,4.469157679084987,10.0,10.0
30.0,4.7,Sandstorms,3,2,Drinks,scooter,0.0,0,Metropolitian,29,4.579055040914325,15.0,14.0
29.0,4.4,Sunny,3,0,Snack,motorcycle,3.0,0,Metropolitian,48,9.220209378254708,10.0,38.0
32.0,4.9,Fog,3,0,Drinks,motorcycle,1.0,0,Metropolitian,42,19.042397449611613,5.0,37.0
33.0,4.6,Windy,3,1,Snack,scooter,0.0,0,Metropolitian,29,14.15280068944862,10.0,19.0
38.0,4.8,Cloudy,0,2,Drinks,electric_scooter,1.0,0,Urban,29,11.9165950600701,15.0,14.0
22.0,4.7,Windy,2,2,Drinks,scooter,1.0,0,Metropolitian,25,3.040666798077057,10.0,15.0
36.0,4.9,Cloudy,1,1,Snack,motorcycle,0.0,0,Metropolitian,31,12.58026782240096,10.0,21.0
21.0,4.6,Windy,3,0,Buffet,motorcycle,1.0,0,Metropolitian,33,7.76260023979039,10.0,23.0
29.0,4.8,Windy,3,1,Snack,scooter,1.0,0,Metropolitian,29,12.100287598006089,10.0,19.0
25.0,5.0,Sunny,0,0,Drinks,motorcycle,1.0,0,Metropolitian,13,3.0585514953413155,10.0,3.0
22.0,4.8,Cloudy,2,0,Buffet,motorcycle,0.0,0,Metropolitian,20,3.073626731695901,10.0,10.0
38.0,4.1,Sandstorms,3,0,Snack,motorcycle,1.0,0,Metropolitian,31,7.448303502970493,10.0,21.0
30.0,4.7,Cloudy,0,2,Snack,scooter,1.0,0,Metropolitian,14,7.684129284114672,10.0,4.0
31.0,4.0,Fog,3,2,Drinks,scooter,1.0,0,Metropolitian,39,13.767318777064409,10.0,29.0
30.0,5.0,Sandstorms,1,2,Meal,electric_scooter,0.0,0,Metropolitian,28,4.631964404415083,15.0,13.0
37.0,5.0,Windy,2,0,Meal,motorcycle,1.0,0,Metropolitian,40,6.146622187550208,15.0,25.0
36.0,4.5,Windy,0,2,Snack,electric_scooter,0.0,0,Urban,23,1.5367158933394087,5.0,18.0
26.0,4.9,Sandstorms,1,1,Drinks,motorcycle,1.0,0,Metropolitian,16,12.236723616598548,15.0,1.0
31.0,4.7,Fog,1,1,Drinks,motorcycle,1.0,0,Metropolitian,32,11.007734763744619,10.0,22.0
31.0,5.0,Sandstorms,0,2,Drinks,scooter,1.0,0,Metropolitian,20,16.385045825961107,15.0,5.0
36.0,4.8,Fog,2,0,Drinks,motorcycle,1.0,0,Metropolitian,31,5.9587562421893265,10.0,21.0
21.0,5.0,Windy,0,2,Buffet,motorcycle,1.0,0,Metropolitian,17,12.09893438000095,10.0,7.0
34.0,4.8,Stormy,0,2,Meal,electric_scooter,1.0,0,Metropolitian,27,14.022268860182423,10.0,17.0
24.0,4.3,Fog,3,1,Snack,motorcycle,1.0,0,Metropolitian,34,10.60216485230212,10.0,24.0
38.0,3.6,Cloudy,0,1,Buffet,scooter,0.0,0,Metropolitian,37,10.865584127340643,15.0,22.0
36.0,4.5,Stormy,0,0,Meal,motorcycle,1.0,0,Metropolitian,28,19.617573744443128,10.0,18.0
24.0,4.9,Windy,1,2,Drinks,scooter,1.0,0,Metropolitian,29,13.971881683316301,5.0,24.0
28.0,4.7,Stormy,3,0,Meal,motorcycle,1.0,0,Metropolitian,30,9.313691518325752,10.0,20.0
23.0,4.7,Fog,0,0,Drinks,motorcycle,1.0,0,Metropolitian,17,1.5725337292863206,5.0,12.0
30.0,4.9,Windy,0,2,Drinks,scooter,1.0,0,Metropolitian,28,3.0182264849996012,5.0,23.0
32.0,4.2,Windy,3,0,Meal,motorcycle,2.0,0,Metropolitian,35,4.540321236379021,10.0,25.0
32.0,4.4,Cloudy,0,0,Buffet,motorcycle,2.0,0,Metropolitian,36,20.183529728733618,10.0,26.0
34.0,4.1,Fog,0,1,Snack,motorcycle,0.0,0,Metropolitian,38,12.162306145096025,5.0,33.0
25.0,4.7,Stormy,0,1,Drinks,motorcycle,0.0,0,Urban,15,7.8626681674103684,10.0,5.0
22.0,4.9,Cloudy,0,2,Meal,scooter,1.0,0,Metropolitian,22,17.13749142638821,5.0,17.0
38.0,4.1,Cloudy,0,1,Drinks,scooter,1.0,0,Metropolitian,31,11.719471817434323,10.0,21.0
24.0,4.8,Windy,3,2,Drinks,scooter,0.0,0,Metropolitian,23,9.313449926160661,10.0,13.0
31.0,4.9,Windy,1,1,Buffet,scooter,1.0,0,Urban,22,13.583068670275285,10.0,12.0
24.0,5.0,Windy,0,2,Snack,electric_scooter,0.0,0,Metropolitian,11,4.537513326842717,15.0,-4.0
32.0,4.6,Sandstorms,2,2,Meal,scooter,0.0,0,Metropolitian,29,6.117219095561937,10.0,19.0
39.0,4.7,Fog,3,0,Buffet,motorcycle,1.0,0,Metropolitian,42,16.851371030914212,10.0,32.0
22.0,4.7,Windy,3,0,Snack,motorcycle,1.0,0,Metropolitian,19,7.683556858430526,15.0,4.0
30.0,4.7,Cloudy,0,1,Meal,scooter,1.0,0,Metropolitian,16,4.56126563284071,10.0,6.0
20.0,4.8,Windy,0,1,Buffet,scooter,1.0,0,Urban,12,1.4981529749942657,5.0,7.0
33.0,4.3,Windy,0,0,Buffet,motorcycle,0.0,0,Metropolitian,27,3.0295222215900934,10.0,17.0
20.0,4.2,Sandstorms,0,0,Drinks,motorcycle,0.0,0,Metropolitian,29,1.5125236323325255,15.0,14.0
32.0,4.6,Sunny,2,1,Snack,scooter,0.0,0,Metropolitian,17,1.5525569843004512,10.0,7.0
28.0,4.7,Cloudy,1,2,Meal,electric_scooter,1.0,0,Metropolitian,25,16.72211869180285,5.0,20.0
26.0,5.0,Windy,3,1,Snack,scooter,1.0,0,Metropolitian,23,9.348356419300423,5.0,18.0
23.0,4.6,Sunny,3,0,Drinks,motorcycle,1.0,0,Urban,32,10.5864846162781,5.0,27.0
33.0,4.9,Cloudy,3,0,Meal,motorcycle,0.0,0,Urban,43,17.098593053938863,5.0,38.0
25.0,4.6,Sandstorms,3,2,Snack,scooter,1.0,0,Urban,26,4.632510406545974,10.0,16.0
34.0,4.9,Windy,2,0,Buffet,motorcycle,3.0,1,Metropolitian,44,1.5092307910796248,10.0,34.0
22.0,4.7,Sandstorms,3,0,Buffet,motorcycle,1.0,0,Metropolitian,30,19.088793977182956,10.0,20.0
26.0,4.7,Sandstorms,2,2,Meal,electric_scooter,1.0,0,Metropolitian,28,6.209449516823057,15.0,13.0
32.0,5.0,Windy,0,2,Buffet,electric_scooter,1.0,0,Metropolitian,25,3.116253656338934,10.0,15.0
23.0,4.6,Sunny,1,0,Meal,motorcycle,0.0,0,Metropolitian,16,17.097896810816284,5.0,11.0
39.0,4.2,Sandstorms,3,0,Buffet,motorcycle,1.0,0,Metropolitian,44,10.865776701899678,15.0,29.0
25.0,4.5,Sandstorms,2,1,Meal,motorcycle,0.0,0,Metropolitian,22,1.5725337292863206,10.0,12.0
35.0,4.6,Fog,3,2,Snack,electric_scooter,0.0,0,Urban,38,12.58026782240096,15.0,23.0
35.0,4.8,Cloudy,0,2,Snack,motorcycle,0.0,0,Metropolitian,16,9.348431884826278,5.0,11.0
20.0,4.4,Windy,0,0,Drinks,motorcycle,0.0,0,Metropolitian,26,1.4652016012563978,10.0,16.0
26.0,4.8,Sunny,3,0,Snack,motorcycle,1.0,0,Metropolitian,21,12.292885177860324,5.0,16.0
28.0,4.0,Cloudy,3,1,Snack,motorcycle,0.0,0,Metropolitian,32,9.074331008326515,5.0,27.0
22.0,4.6,Stormy,2,0,Meal,motorcycle,1.0,0,Metropolitian,29,3.1046911695399038,10.0,19.0
24.0,4.7,Sandstorms,0,2,Meal,motorcycle,0.0,0,Urban,16,12.256834609677016,10.0,6.0
23.0,4.8,Sunny,0,2,Snack,electric_scooter,0.0,0,Metropolitian,20,1.5523457381463397,15.0,5.0
37.0,3.1,Sunny,0,0,Buffet,motorcycle,1.0,0,Metropolitian,33,19.688394563498182,15.0,18.0
35.0,4.9,Fog,0,2,Meal,scooter,1.0,0,Metropolitian,29,16.635518179509837,10.0,19.0
38.0,4.4,Fog,1,1,Drinks,motorcycle,2.0,0,Metropolitian,42,16.385047886584577,15.0,27.0
31.0,4.1,Windy,3,2,Buffet,scooter,1.0,1,Metropolitian,44,10.86586608780909,15.0,29.0
33.0,4.9,Sunny,0,2,Drinks,electric_scooter,1.0,0,Metropolitian,24,20.85246594803466,10.0,14.0
22.0,4.7,Sandstorms,1,0,Snack,motorcycle,1.0,0,Metropolitian,29,17.075035490452994,15.0,14.0
21.0,4.6,Windy,3,2,Meal,scooter,1.0,0,Metropolitian,12,9.056095962462345,15.0,-3.0
38.0,4.4,Windy,0,0,Drinks,motorcycle,1.0,0,Urban,29,2.980289542200211,10.0,19.0
24.0,4.5,Sunny,1,2,Buffet,electric_scooter,0.0,0,Urban,13,19.618739348801018,10.0,3.0
27.0,4.9,Sunny,3,0,Snack,motorcycle,1.0,0,Metropolitian,24,10.72504264384306,5.0,19.0
28.0,4.6,Sandstorms,3,2,Buffet,scooter,0.0,0,Metropolitian,20,10.641157729337541,5.0,15.0
36.0,4.7,Fog,0,1,Buffet,scooter,1.0,0,Metropolitian,25,16.902901527491974,5.0,20.0
23.0,4.8,Fog,0,2,Buffet,electric_scooter,1.0,0,Metropolitian,19,4.469606139374459,5.0,14.0
28.0,4.8,Stormy,3,2,Snack,motorcycle,0.0,0,Metropolitian,26,10.565936169903516,5.0,21.0
31.0,4.8,Sunny,0,1,Drinks,motorcycle,1.0,0,Metropolitian,10,9.17813837505589,5.0,5.0
35.0,4.8,Cloudy,0,0,Buffet,motorcycle,1.0,0,Metropolitian,37,11.916994721599234,10.0,27.0
38.0,4.7,Fog,0,1,Snack,motorcycle,1.0,0,Metropolitian,18,9.348403522662325,10.0,8.0
39.0,4.9,Fog,2,1,Buffet,scooter,1.0,0,Metropolitian,37,3.0188764660307563,10.0,27.0
20.0,4.6,Sunny,2,1,Buffet,motorcycle,1.0,0,Urban,16,1.5522933461661421,15.0,1.0
33.0,4.6,Sunny,0,1,Buffet,scooter,0.0,0,Urban,23,13.989147573068443,10.0,13.0
21.0,4.7,Fog,1,0,Buffet,motorcycle,1.0,0,Metropolitian,25,6.21800234869445,10.0,15.0
30.0,5.0,Sunny,0,1,Meal,scooter,0.0,0,Metropolitian,10,7.684168603439756,15.0,-5.0
33.0,4.8,Windy,1,0,Buffet,motorcycle,1.0,0,Metropolitian,42,13.97317756157655,10.0,32.0
33.0,4.9,Fog,3,2,Buffet,scooter,1.0,0,Metropolitian,40,13.612451541411557,15.0,25.0
34.0,4.6,Cloudy,2,0,Meal,motorcycle,1.0,0,Metropolitian,32,6.1469671519338895,15.0,17.0
22.0,4.7,Sunny,1,2,Buffet,motorcycle,0.0,0,Urban,10,9.220209378254708,10.0,0.0
27.0,4.7,Windy,2,0,Buffet,motorcycle,1.0,0,Metropolitian,22,6.12841937845769,15.0,7.0
21.0,4.9,Windy,1,1,Buffet,scooter,0.0,0,Metropolitian,17,12.294187491090895,5.0,12.0
23.0,4.6,Fog,1,1,Snack,motorcycle,2.0,0,Metropolitian,39,11.917101549462794,5.0,34.0
33.0,4.8,Sunny,0,1,Snack,scooter,1.0,0,Metropolitian,19,1.5544772821910615,5.0,14.0
25.0,4.6,Stormy,1,1,Buffet,scooter,1.0,0,Metropolitian,25,4.674341511234465,15.0,10.0
32.0,4.5,Sunny,1,0,Snack,motorcycle,0.0,0,Metropolitian,26,20.253686746640916,5.0,21.0
23.0,4.7,Windy,1,2,Meal,scooter,1.0,0,Metropolitian,23,4.656649028065795,15.0,8.0
22.0,4.9,Cloudy,1,2,Meal,scooter,1.0,0,Metropolitian,26,20.44292976252901,10.0,16.0
36.0,4.5,Windy,3,2,Snack,electric_scooter,1.0,0,Urban,25,9.348298807291807,10.0,15.0
38.0,4.7,Windy,2,2,Buffet,scooter,1.0,0,Metropolitian,27,1.5544658156545266,10.0,17.0
39.0,4.4,Cloudy,0,2,Meal,scooter,1.0,0,Metropolitian,33,12.162115936702182,10.0,23.0
34.0,4.8,Windy,1,0,Snack,motorcycle,1.0,0,Metropolitian,29,6.037474189824093,10.0,19.0
39.0,4.5,Windy,0,2,Meal,scooter,1.0,0,Metropolitian,18,16.63495545420892,5.0,13.0
39.0,4.9,Fog,3,2,Buffet,scooter,1.0,1,Metropolitian,47,16.902993744245755,10.0,37.0
32.0,4.3,Sunny,1,0,Drinks,motorcycle,1.0,0,Metropolitian,31,20.44292976252901,5.0,26.0
34.0,4.6,Sunny,3,2,Meal,scooter,1.0,0,Metropolitian,30,20.85154468962371,15.0,15.0
36.0,4.4,Stormy,3,0,Meal,motorcycle,3.0,0,Metropolitian,51,13.58258356489648,10.0,41.0
22.0,4.8,Cloudy,3,0,Drinks,motorcycle,1.0,0,Urban,46,16.600975700594585,10.0,36.0
31.0,5.0,Sandstorms,0,1,Drinks,scooter,0.0,0,Metropolitian,17,10.569496921731531,10.0,7.0
34.0,4.6,Fog,3,0,Drinks,motorcycle,2.0,0,Metropolitian,40,12.435204072231338,10.0,30.0
28.0,5.0,Windy,1,1,Meal,motorcycle,1.0,0,Metropolitian,28,17.29786575291325,10.0,18.0
28.0,4.2,Windy,0,0,Snack,motorcycle,1.0,0,Metropolitian,20,4.590769055748737,15.0,5.0
20.0,5.0,Sunny,0,0,Buffet,motorcycle,0.0,0,Urban,14,1.5263954607692642,10.0,4.0
20.0,4.2,Cloudy,3,1,Snack,motorcycle,1.0,1,Metropolitian,44,14.15280068944862,5.0,39.0
27.0,4.1,Fog,3,2,Drinks,scooter,0.0,0,Urban,40,19.08680741329132,10.0,30.0
37.0,4.5,Sunny,3,1,Snack,motorcycle,1.0,0,Metropolitian,32,10.880651848535559,10.0,22.0
30.0,4.7,Cloudy,3,2,Snack,scooter,1.0,0,Metropolitian,27,7.772241951547949,10.0,17.0
23.0,4.7,Sunny,1,1,Drinks,motorcycle,1.0,0,Urban,16,4.469606139374459,10.0,6.0
34.0,4.2,Sandstorms,2,0,Drinks,motorcycle,2.0,0,Metropolitian,37,6.210030477135088,5.0,32.0
21.0,4.8,Cloudy,0,2,Meal,scooter,1.0,0,Metropolitian,21,13.681631975373575,5.0,16.0
24.0,5.0,Fog,0,1,Buffet,motorcycle,0.0,0,Metropolitian,17,3.145067434621583,5.0,12.0
24.0,4.7,Stormy,3,2,Buffet,scooter,1.0,0,Metropolitian,29,14.15280068944862,5.0,24.0
36.0,5.0,Fog,3,1,Snack,motorcycle,0.0,0,Metropolitian,44,10.906058503327221,5.0,39.0
32.0,4.8,Sunny,3,0,Drinks,motorcycle,1.0,0,Metropolitian,26,7.8028669927510785,10.0,16.0
24.0,4.6,Fog,0,0,Snack,motorcycle,0.0,0,Metropolitian,18,1.5527821295482669,10.0,8.0
39.0,4.6,Cloudy,0,2,Buffet,scooter,1.0,0,Metropolitian,16,4.53754359959467,10.0,6.0
37.0,4.9,Stormy,0,2,Drinks,scooter,1.0,0,Urban,24,1.5545437335214782,10.0,14.0
35.0,4.6,Cloudy,1,2,Snack,scooter,1.0,0,Metropolitian,16,4.540569477332525,10.0,6.0
25.0,4.6,Fog,1,2,Meal,motorcycle,1.0,0,Metropolitian,30,13.787603106955784,5.0,25.0
27.0,4.0,Windy,0,0,Buffet,motorcycle,1.0,0,Metropolitian,24,3.0644270930248725,10.0,14.0
31.0,4.6,Windy,0,1,Meal,scooter,0.0,0,Metropolitian,26,3.1051141624973875,15.0,11.0
23.0,4.9,Sunny,3,0,Buffet,motorcycle,1.0,0,Metropolitian,30,11.007734763744619,15.0,15.0
30.0,4.5,Stormy,1,1,Meal,motorcycle,1.0,0,Metropolitian,29,10.71321076429732,10.0,19.0
22.0,4.0,Sandstorms,3,0,Buffet,motorcycle,1.0,0,Urban,37,14.15280068944862,5.0,32.0
24.0,4.5,Sunny,0,0,Buffet,motorcycle,1.0,0,Urban,19,7.460843441737842,15.0,4.0
30.0,4.8,Stormy,1,2,Buffet,scooter,1.0,0,Metropolitian,30,7.545174704993206,15.0,15.0
31.0,4.6,Sandstorms,2,1,Drinks,scooter,1.0,0,Urban,30,3.0734222587643045,10.0,20.0
31.0,4.9,Stormy,3,1,Drinks,motorcycle,1.0,0,Metropolitian,29,9.435201537430713,15.0,14.0
32.0,4.6,Stormy,0,1,Snack,motorcycle,1.0,0,Metropolitian,25,7.762092914972186,10.0,15.0
29.0,4.2,Cloudy,3,1,Meal,scooter,0.0,0,Metropolitian,34,7.60180033473793,10.0,24.0
26.0,4.8,Sandstorms,1,1,Buffet,scooter,1.0,0,Metropolitian,28,19.36321160672078,15.0,13.0
28.0,4.9,Fog,1,0,Drinks,motorcycle,2.0,0,Metropolitian,41,19.36744052557847,10.0,31.0
31.0,4.8,Sandstorms,0,2,Snack,scooter,0.0,0,Metropolitian,24,17.13749142638821,5.0,19.0
29.0,5.0,Sandstorms,2,1,Snack,motorcycle,1.0,0,Urban,23,6.058923147526397,10.0,13.0
28.0,5.0,Cloudy,3,0,Buffet,motorcycle,1.0,0,Metropolitian,24,8.953221744543825,10.0,14.0
29.0,4.6,Stormy,3,1,Drinks,motorcycle,1.0,0,Metropolitian,25,17.137414711878986,5.0,20.0
27.0,4.5,Windy,1,2,Snack,electric_scooter,1.0,0,Metropolitian,25,12.483922393843775,10.0,15.0
28.0,4.7,Fog,0,0,Drinks,motorcycle,1.0,0,Metropolitian,23,16.851359915661256,5.0,18.0
32.0,4.7,Windy,0,2,Snack,scooter,1.0,0,Metropolitian,29,1.5580865162468949,15.0,14.0
21.0,4.7,Cloudy,3,0,Snack,motorcycle,3.0,0,Metropolitian,44,17.09806123890409,10.0,34.0
24.0,4.8,Stormy,1,2,Drinks,motorcycle,0.0,0,Metropolitian,29,19.975286862388522,15.0,14.0
38.0,4.8,Sunny,0,2,Drinks,electric_scooter,1.0,0,Urban,14,1.5725337292863206,5.0,9.0
28.0,4.6,Cloudy,0,0,Buffet,motorcycle,1.0,0,Urban,22,7.448298968601334,15.0,7.0
20.0,4.9,Sunny,0,1,Meal,motorcycle,0.0,0,Metropolitian,20,3.1162228846223834,10.0,10.0
25.0,4.3,Stormy,3,0,Snack,motorcycle,0.0,0,Metropolitian,32,7.772253320446165,10.0,22.0
38.0,4.6,Cloudy,0,2,Snack,scooter,1.0,0,Metropolitian,29,12.58026782240096,10.0,19.0
30.0,4.1,Fog,0,2,Snack,electric_scooter,1.0,0,Urban,31,10.88107784923287,10.0,21.0
32.0,4.9,Windy,0,2,Snack,scooter,1.0,0,Urban,20,7.573470125639189,5.0,15.0
37.0,4.5,Fog,1,0,Drinks,motorcycle,2.0,0,Metropolitian,38,13.894520851005634,5.0,33.0
28.0,4.7,Sandstorms,3,2,Drinks,scooter,0.0,0,Metropolitian,21,9.058755058935285,15.0,6.0
31.0,4.9,Fog,3,0,Snack,motorcycle,0.0,0,Metropolitian,54,17.074786485938343,5.0,49.0
20.0,4.4,Stormy,2,0,Meal,motorcycle,1.0,0,Metropolitian,39,1.5202946823347985,10.0,29.0
38.0,4.6,Fog,0,1,Buffet,motorcycle,1.0,0,Metropolitian,29,16.608314041982883,15.0,14.0
22.0,4.8,Stormy,0,0,Snack,motorcycle,0.0,0,Urban,17,16.81997876421149,10.0,7.0
36.0,4.4,Fog,1,1,Buffet,scooter,0.0,0,Metropolitian,43,11.916757259074618,10.0,33.0
27.0,4.5,Sandstorms,3,1,Drinks,motorcycle,0.0,0,Metropolitian,27,10.86671605798691,5.0,22.0
36.0,5.0,Stormy,2,2,Meal,scooter,1.0,0,Urban,25,5.958808071070684,10.0,15.0
38.0,4.8,Cloudy,2,2,Snack,motorcycle,1.0,0,Metropolitian,28,6.1187118466897275,10.0,18.0
39.0,3.8,Windy,3,1,Snack,motorcycle,2.0,0,Metropolitian,44,10.881197531246407,5.0,39.0
26.0,4.7,Sunny,0,2,Meal,electric_scooter,0.0,0,Metropolitian,20,1.5263760451805652,10.0,10.0
29.0,4.6,Stormy,3,1,Drinks,motorcycle,1.0,0,Metropolitian,17,4.537843333696388,10.0,7.0
24.0,4.9,Cloudy,0,1,Snack,motorcycle,1.0,0,Metropolitian,21,20.20593639018606,5.0,16.0
21.0,4.9,Fog,0,2,Snack,scooter,1.0,0,Metropolitian,15,4.560890658020926,5.0,10.0
22.0,4.6,Windy,3,2,Drinks,scooter,0.0,0,Metropolitian,14,4.6105980334862275,10.0,4.0
22.0,4.5,Stormy,0,2,Drinks,motorcycle,1.0,0,Metropolitian,16,1.5202925485985415,15.0,1.0
37.0,4.7,Sunny,0,1,Snack,scooter,0.0,0,Metropolitian,10,3.025144329113595,10.0,0.0
20.0,4.5,Stormy,0,2,Meal,electric_scooter,1.0,0,Metropolitian,17,19.688340311678566,10.0,7.0
23.0,4.9,Sunny,1,0,Buffet,motorcycle,1.0,0,Metropolitian,24,19.661019603214875,10.0,14.0
37.0,4.9,Sandstorms,3,2,Snack,electric_scooter,1.0,0,Metropolitian,27,13.68237887648496,10.0,17.0
29.0,4.0,Cloudy,3,2,Meal,scooter,1.0,0,Metropolitian,32,12.416871691606959,15.0,17.0
24.0,4.9,Sunny,1,1,Drinks,motorcycle,0.0,0,Metropolitian,15,17.098804215242584,15.0,0.0
22.0,4.6,Stormy,1,1,Buffet,motorcycle,0.0,0,Metropolitian,25,6.050084991996258,10.0,15.0
34.0,4.4,Stormy,3,1,Meal,motorcycle,1.0,0,Metropolitian,38,10.880905305082543,5.0,33.0
34.0,4.7,Windy,0,2,Snack,scooter,1.0,0,Metropolitian,26,3.087888623548509,10.0,16.0
21.0,4.4,Fog,1,1,Snack,scooter,1.0,0,Metropolitian,34,20.44292976252901,5.0,29.0
22.0,4.9,Windy,1,2,Buffet,motorcycle,1.0,0,Urban,24,20.851862908260973,10.0,14.0
24.0,4.8,Windy,3,0,Meal,motorcycle,1.0,0,Urban,15,9.0811043656784,10.0,5.0
33.0,4.8,Windy,0,2,Meal,scooter,1.0,0,Metropolitian,20,1.5523457381463397,10.0,10.0
31.0,4.7,Cloudy,1,2,Drinks,scooter,1.0,0,Metropolitian,16,4.469223038792308,10.0,6.0
39.0,4.9,Fog,3,0,Drinks,motorcycle,1.0,0,Urban,42,17.29786575291325,10.0,32.0
26.0,4.6,Sandstorms,1,0,Drinks,motorcycle,1.0,0,Metropolitian,19,4.656902198106395,15.0,4.0
20.0,4.3,Cloudy,3,2,Buffet,scooter,0.0,0,Metropolitian,41,19.76027880154466,10.0,31.0
35.0,3.5,Stormy,1,2,Buffet,motorcycle,2.0,0,Metropolitian,39,10.641042055468692,5.0,34.0
35.0,4.2,Stormy,2,0,Meal,motorcycle,0.0,0,Metropolitian,39,6.105296485234226,10.0,29.0
38.0,4.7,Sandstorms,0,1,Meal,scooter,1.0,0,Urban,20,10.602507301514994,5.0,15.0
36.0,4.2,Sunny,3,0,Buffet,motorcycle,1.0,0,Metropolitian,34,12.293207925868513,10.0,24.0
26.0,4.9,Cloudy,3,0,Meal,motorcycle,1.0,0,Metropolitian,36,19.886444745109216,10.0,26.0
21.0,4.7,Sunny,3,1,Drinks,motorcycle,0.0,0,Urban,15,11.936215305491464,10.0,5.0
22.0,4.3,Sandstorms,0,0,Buffet,motorcycle,0.0,0,Metropolitian,22,4.663566689152146,15.0,7.0
27.0,4.4,Cloudy,3,1,Drinks,motorcycle,2.0,0,Metropolitian,42,10.641157729337541,10.0,32.0
24.0,5.0,Sunny,3,2,Drinks,electric_scooter,1.0,0,Metropolitian,19,19.884989093916975,15.0,4.0
21.0,4.7,Windy,1,0,Meal,motorcycle,1.0,0,Metropolitian,23,6.037605711784208,10.0,13.0
39.0,4.9,Windy,3,0,Snack,motorcycle,0.0,1,Semi-Urban,50,11.007734763744619,15.0,35.0
30.0,4.7,Cloudy,0,2,Meal,scooter,1.0,0,Urban,16,3.058924545938562,10.0,6.0
38.0,4.8,Sunny,3,2,Meal,motorcycle,1.0,0,Metropolitian,20,9.435201537430713,10.0,10.0
28.0,4.9,Sandstorms,0,1,Meal,motorcycle,1.0,0,Metropolitian,15,1.5525704156536744,5.0,10.0
30.0,4.9,Fog,0,0,Meal,motorcycle,0.0,0,Metropolitian,26,1.5545511732988062,10.0,16.0
36.0,4.5,Sunny,3,2,Snack,motorcycle,1.0,0,Metropolitian,21,7.546876906900249,10.0,11.0
37.0,4.9,Cloudy,0,2,Meal,electric_scooter,1.0,0,Metropolitian,26,13.681378564007167,5.0,21.0
20.0,4.9,Stormy,1,0,Buffet,motorcycle,1.0,0,Metropolitian,14,4.469166522803337,5.0,9.0
27.0,4.8,Sandstorms,3,1,Meal,motorcycle,0.0,0,Urban,18,4.539068203248639,5.0,13.0
39.0,5.0,Windy,1,0,Buffet,motorcycle,2.0,0,Metropolitian,47,17.074806111801863,5.0,42.0
24.0,4.5,Cloudy,0,0,Meal,motorcycle,1.0,0,Metropolitian,23,10.724750462255022,15.0,8.0
39.0,4.6,Sandstorms,0,1,Buffet,scooter,1.0,0,Metropolitian,20,20.18348136584519,5.0,15.0
24.0,4.9,Windy,3,0,Meal,motorcycle,1.0,0,Metropolitian,31,19.894269594418525,15.0,16.0
21.0,5.0,Cloudy,1,0,Meal,motorcycle,1.0,0,Metropolitian,22,9.193014472266961,10.0,12.0
26.0,4.7,Cloudy,0,1,Snack,scooter,1.0,0,Urban,12,3.1089836948124367,5.0,7.0
